text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"We stayed at the InterContinental for a long weekend and came away genuinely impressed. The lobby was busy when we arrived, but the front desk handled check-in smoothly and even pointed us toward a quieter elevator bank. Our room felt polished without being stuffy, with a very comfortable bed, good blackout curtains, and enough desk space for me to catch up on work. Housekeeping was consistent and never intrusive. Breakfast was the one splurge we made, and it was worth it for the fresh pastries and attentive service. The location also made it easy to walk to restaurants and nearby sights. Prices are definitely on the higher side, but the level of comfort and care made the stay feel worthwhile.",fake,1,intercontinental,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_unstructured_few_shot,train
"Absolutely worth the splurge. The skyline view from our room was stunning at sunset, the place was spotless, and the modern decor felt fresh. We couldn't have asked for a better stay.",fake,1,james,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_positive_structured_zero_shot,train
"We booked the Fairmont for a quick anniversary getaway, and I'm genuinely glad we did. The bathroom was a standout--huge marble walk-in shower with excellent water pressure, plus robes that actually fit. Wi-Fi was spotty in the hallway but rock-solid in the room, which mattered since I had to log a few work hours before dinner. Location-wise, you can't beat it; we strolled to the lake, caught a show, and walked back without once needing a cab. If anything, the stay felt too short--I could've happily parked in that bed for another night, but we had to check out and head home. Staff were warm without being fussy. Just wish we'd booked one more day.",fake,1,fairmont,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_few_shot,train
"Disappointed with the Palmer. Our room smelled musty, the AC barely worked, and housekeeping skipped us one day entirely. Front desk staff were indifferent when we complained. For the price, expected far better. Won't be back.",fake,1,palmer,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_negative_unstructured_few_shot,train
"Stayed here for a long weekend and honestly, it exceeded expectations for the rate we paid. The location is a major win--you're smack in the middle of everything, with great restaurants and the waterfront just a short, pleasant walk away. I was a bit worried about the decor based on some older photos, but our room felt refreshed and modern, with clean lines and a comfortable, plush bed. We had a corner room facing the city, and the floor-to-ceiling windows gave us a stunning skyline view at sunset, which was a real treat. The staff were friendly without being overbearing, and check-in was a breeze. Considering the prime spot and the quality of the room, it felt like a solid value. We'll definitely book again when we're back in town.",fake,1,omni,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_zero_shot,train
"This hotel is very busy and is operating way beyond their means. Incompetent service. Hotel ran out of hot water by 9am saturday. Elevators were very slow, waited 10 minutes on any given event. Red line trains ran every 10 minutes beneath city streets and you can hear the thunder in your room from them but it shouldnt keep you awake at night. Used my stay toward NW airlines bonus points. Bar was ok. One cup coffee service was awful. No free wireless and no free cable channels. Fridge was 25 bucks a day to use. With http://hotels.com res got it for 65 bucks with tax so what can you expect.?.... Location was superb and cab service was convenient but not enough to outweigh the negatives.
",real,0,hyatt,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Hard Rock felt worn and loud: the room had dusty surfaces, the bathroom was cramped with weak water pressure, and two nights dragged on thanks to hallway noise.",fake,1,hardrock,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_negative_structured_few_shot,train
"Expected much more from the Talbott. Our room felt dated and the AC barely worked, staff took ages to fix it. Not worth the price at all. Disappointing stay.",fake,1,talbott,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_negative_unstructured_zero_shot,train
"Stayed for 3 nights. booked via hotwire, upgraded to historic tower. Got a big room, with a nice view.Service was great. Valet parking was efficient, but you expect it for 53 doller/night. But the location was the best 
",real,0,intercontinental,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"I expected much more from Conrad, especially for the price. Check-in was slow and the staff seemed distracted rather than welcoming. My room looked polished at first, but the bathroom had hair on the floor, the shower pressure was weak, and the air conditioning rattled all night. I mentioned it to the front desk, but no one followed up. Breakfast was another letdown: lukewarm food, empty coffee urns, and tables left uncleared during a busy morning. The location was convenient, but that was about the only real positive. For a hotel marketed as upscale, the service felt impersonal and the attention to detail was missing. I left feeling like I had paid luxury rates for an average, poorly managed stay.",fake,1,conrad,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_negative_unstructured_zero_shot,train
"Loved the Talbott's cozy, classic feel and genuinely helpful staff. Our room was quiet, the bed was great, and the Gold Coast location made walking to dinner easy.",fake,1,talbott,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_unstructured_zero_shot,train
"Unfortunately, my stay at the Hyatt was more frustrating than relaxing. Check-in took nearly half an hour, and the room looked worn, with scuffed furniture and a bathroom that needed a deeper cleaning. I booked a city-view room, but the window faced a bland rooftop and a brick wall, so there was little to enjoy. The hallway was quiet during the afternoon, yet doors slammed and voices carried late into the night. The mattress was lumpy, and the constant hum from the air-conditioning made it difficult to sleep; I woke several times. I only stayed two nights, but the visit felt oddly long because of the poor rest and limited comfort. Staff were polite when approached, though they offered no meaningful solution. For the price, I expected much better.",fake,1,hyatt,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_structured_few_shot,train
"I really wanted to love this Sofitel given the price point, but the stay fell flat in almost every way. Check-in took nearly forty minutes because the front desk was understaffed, and no one apologized for the wait. My room had a strange musty smell, the AC rattled all night, and the 'luxury' bedding felt dated and slightly stained. Housekeeping skipped my room entirely one day and I had to call twice to get fresh towels. Breakfast was the biggest letdown--cold eggs, lukewarm coffee, and a buffet that looked picked over well before closing time. The concierge also gave me blatantly wrong directions twice. For a property charging these rates, the service and upkeep simply don't match. Honestly, I'd expected far more from a brand like this and won't be rushing back.",fake,1,sofitel,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_negative_unstructured_zero_shot,train
"I stayed at The James for a long weekend and was pleasantly surprised by how comfortable everything felt. The location is excellent, with plenty of restaurants, shops, and the river all within an easy walk, but the room was quiet at night. My king room was a good size, with a very comfortable bed, useful seating area, and a bathroom that was clean and well stocked. I also appreciated the small touches, like the bottled water and the friendly housekeeping service. Check-in was quick, and everyone at the desk was genuinely helpful when I asked for directions and a late dinner recommendation. The decor is modern without feeling cold. It is not the least expensive option downtown, but the service and convenient location made it feel worth the price.",fake,1,james,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_positive_unstructured_few_shot,train
